edge_id,source_id,target_id,value_normalized,hour,day_of_week,month,time_step,tx_size_category,gas_price_category
69,5240,7077.0,0.0003858331578281861,20,0,12,63,very_large,normal
70,4537,7077.0,2.5722210521879072e-08,20,0,12,63,small,normal
71,4537,7077.0,0.0,20,0,12,63,,normal
72,143,7077.0,5.144442104375814e-07,20,0,12,63,medium,normal
73,4537,7077.0,2.5722210521879072e-08,20,0,12,63,small,low
74,143,7077.0,0.0,20,0,12,63,,normal
75,49,7077.0,1.5433326313127442e-07,20,0,12,63,medium,normal
76,4537,7077.0,0.0,20,0,12,63,,normal
77,5794,7077.0,5.1444421043758145e-08,20,0,12,63,small,normal
78,143,7077.0,4.578553472894475e-05,20,0,12,63,very_large,normal
79,5794,7077.0,0.0,20,0,12,63,,normal
80,3057,7077.0,5.1444421043758145e-08,20,0,12,63,small,high
81,5775,7077.0,0.0,20,0,12,63,,normal
82,3057,7077.0,0.0,20,0,12,63,,high
83,143,7077.0,0.0,20,0,12,63,,normal
84,3806,7077.0,5.1444421043758145e-08,20,0,12,63,small,normal
85,3806,7077.0,0.0,20,0,12,63,,normal
86,49,7077.0,0.0,20,0,12,63,,normal
87,490,7077.0,2.572221052187907e-07,20,0,12,63,medium,low
88,3057,7077.0,2.5722210521879072e-08,20,0,12,63,small,normal
89,5240,7077.0,0.0003832609367759982,20,0,12,63,very_large,normal
90,3057,7077.0,0.0,20,0,12,63,,normal
91,4537,7077.0,0.0,21,0,12,63,,normal
92,4537,7077.0,0.0,21,0,12,63,,normal
93,490,7077.0,0.0,21,0,12,63,,low
94,6374,7077.0,0.00015788292818329374,21,0,12,63,very_large,normal
95,3057,7077.0,0.0,21,0,12,63,,normal
96,1301,7077.0,1.5433326313127442e-08,21,0,12,63,small,normal
97,1301,7077.0,0.0,21,0,12,63,,normal
98,4537,7077.0,1.692521452339643e-07,21,0,12,63,medium,normal
99,3369,7077.0,2.572221052187907e-07,21,0,12,63,medium,normal
100,3369,7077.0,0.0,21,0,12,63,,normal
101,6456,7077.0,4.963357742301785e-07,21,0,12,63,medium,normal
102,8117,7077.0,2.572221052187907e-07,21,0,12,63,medium,low
103,143,7077.0,0.00010288884208751629,21,0,12,63,very_large,normal
104,7251,7077.0,0.0,21,0,12,63,,normal
105,4930,7077.0,9.259995787876465e-08,21,0,12,63,medium,normal
106,3343,7077.0,5.144442104375814e-09,21,0,12,63,micro,normal
107,4930,7077.0,0.0,21,0,12,63,,low
108,3301,7077.0,5.144442104375814e-09,21,0,12,63,micro,normal
109,6135,7077.0,5.916108420032187e-08,22,0,12,63,medium,normal
110,3301,7077.0,0.0,22,0,12,63,,normal
111,1434,7077.0,5.1444421043758145e-08,22,0,12,63,small,low
112,3518,7077.0,0.0,22,0,12,63,,low
113,3301,7077.0,0.0,22,0,12,63,,normal
114,305,7077.0,1.0288884208751628e-06,22,0,12,63,large,normal
115,6135,7077.0,0.0,22,0,12,63,,normal
116,9304,7077.0,5.144442104375814e-07,22,0,12,63,medium,normal
117,305,7077.0,0.0,22,0,12,63,,normal
118,9304,7077.0,0.0,22,0,12,63,,normal
119,3343,7077.0,0.0,22,0,12,63,,normal
120,3343,7077.0,0.0,22,0,12,63,,normal
121,4063,7077.0,2.572221052187907e-07,22,0,12,63,medium,low
122,143,7077.0,0.00010288884208751629,22,0,12,63,very_large,normal
123,3842,7077.0,5.144442104375814e-07,22,0,12,63,medium,normal
124,3842,7077.0,0.0,22,0,12,63,,normal
125,305,7077.0,2.572221052187907e-07,22,0,12,63,medium,normal
126,3106,7077.0,5.144442104375814e-09,22,0,12,63,micro,low
127,4063,7077.0,0.0,22,0,12,63,,low
128,6448,7077.0,5.144442104375814e-09,22,0,12,63,micro,normal
129,5277,7077.0,5.1444421043758145e-08,23,0,12,63,small,low
130,3104,7077.0,5.144442104375814e-09,23,0,12,63,micro,normal
131,4494,7077.0,5.144442104375814e-07,23,0,12,63,medium,normal
132,3104,7077.0,0.0,23,0,12,63,,normal
133,5277,7077.0,0.0,23,0,12,63,,low
134,4494,7077.0,0.0,23,0,12,63,,low
135,6456,7077.0,0.0,23,0,12,63,,low
136,248,7077.0,5.144442104375814e-10,23,0,12,63,micro,low
137,8793,7077.0,5.144442104375814e-07,23,0,12,63,medium,low
138,1195,7077.0,2.5207766311441494e-06,23,0,12,63,large,normal
139,2482,7077.0,3.189554104713005e-08,23,0,12,63,small,normal
140,3205,7077.0,5.1444421043758145e-08,23,0,12,63,small,normal
141,3205,7077.0,0.0,23,0,12,63,,normal
142,1195,7077.0,0.0,23,0,12,63,,normal
143,3842,7077.0,0.0,23,0,12,63,,normal
144,248,7077.0,0.0,23,0,12,63,,low
145,8793,7077.0,0.0,23,0,12,63,,low
146,2482,7077.0,0.0,0,1,12,63,,normal
147,2482,7077.0,0.0,0,1,12,63,,normal
148,3106,7077.0,0.0,0,1,12,63,,low
149,8793,7077.0,0.0,0,1,12,63,,low
150,8860,7077.0,0.0,0,1,12,63,,normal
151,7994,7077.0,1.2861105260939537e-06,0,1,12,63,large,normal
152,454,7077.0,2.590226599553223e-09,0,1,12,63,micro,low
153,8860,7077.0,2.5722210521879072e-08,0,1,12,63,small,normal
154,3106,7077.0,0.0,0,1,12,63,,normal
155,3106,7077.0,5.144442104375814e-09,0,1,12,63,micro,normal
156,4584,7077.0,2.3149989469691167e-07,0,1,12,63,medium,normal
157,5277,7077.0,5.144442104375814e-07,0,1,12,63,medium,normal
158,2636,7077.0,6.173330525250977e-07,0,1,12,63,large,low
159,4672,7077.0,1.0288884208751628e-06,0,1,12,63,large,normal
160,2636,7077.0,0.0,0,1,12,63,,low
161,121,7077.0,2.572221052187907e-07,0,1,12,63,medium,normal
162,121,7077.0,0.0,0,1,12,63,,normal
163,2636,7077.0,0.0,0,1,12,63,,low
164,6920,7077.0,1.0288884208751629e-07,0,1,12,63,medium,normal
165,6538,7077.0,9.774439998314047e-06,0,1,12,63,very_large,normal
166,7336,7077.0,5.144442104375814e-07,0,1,12,63,medium,low
167,6920,7077.0,0.0,0,1,12,63,,normal
168,7994,7077.0,0.0,0,1,12,63,,normal
169,6538,7077.0,0.0,0,1,12,63,,normal
170,3106,7077.0,2.572221052187907e-07,0,1,12,63,medium,normal
171,8121,7077.0,3.890741563539429e-08,0,1,12,63,small,normal
172,7336,7077.0,0.0,0,1,12,63,,normal
173,3885,7077.0,5.144442104375815e-06,0,1,12,63,large,normal
174,8121,7077.0,0.0,0,1,12,63,,normal
175,3885,7077.0,0.0,0,1,12,63,,normal
176,6538,7077.0,0.0,0,1,12,63,,low
177,3106,7077.0,0.0,0,1,12,63,,normal
178,5277,7077.0,1.3375549471377118e-05,0,1,12,63,very_large,low
179,9202,7077.0,2.0577768417503257e-06,1,1,12,63,large,normal
180,3885,7077.0,5.1444421043758145e-05,1,1,12,63,very_large,normal
181,3885,7077.0,0.0,1,1,12,63,,normal
182,7994,7077.0,1.3375549471377117e-06,1,1,12,63,large,normal
183,9202,7077.0,0.0,1,1,12,63,,normal
184,4584,7077.0,0.0,1,1,12,63,,normal
185,7346,7077.0,1.5176104207908653e-06,1,1,12,63,large,normal
186,6631,7077.0,2.1606656838378423e-06,1,1,12,63,large,normal
187,7994,7077.0,0.0,1,1,12,63,,normal
188,7346,7077.0,0.0,1,1,12,63,,normal
189,6631,7077.0,0.0,1,1,12,63,,normal
190,6631,7077.0,2.3149989469691163e-08,1,1,12,63,small,normal
191,6136,7077.0,5.144442104375814e-07,1,1,12,63,medium,low
192,6136,7077.0,0.0,1,1,12,63,,low
193,2285,7077.0,1.6976658944440188e-08,1,1,12,63,small,low
194,9163,7077.0,0.0,1,1,12,63,,low
195,2603,7077.0,1.3684215997639668e-06,1,1,12,63,large,low
196,5387,7077.0,1.2861105260939536e-07,1,1,12,63,medium,normal
197,5387,7077.0,0.0,1,1,12,63,,normal
198,5277,7077.0,0.0,1,1,12,63,,low
199,2285,7077.0,1.5263559723683042e-06,1,1,12,63,large,low
200,3106,7077.0,2.572221052187907e-07,1,1,12,63,medium,normal
201,2285,7077.0,0.0,1,1,12,63,,low
202,1147,7077.0,2.9837764205379724e-08,1,1,12,63,small,normal
203,4218,7077.0,1.0288884208751629e-08,1,1,12,63,small,low
204,1147,7077.0,0.0,2,1,12,63,,normal
205,39,7077.0,1.028888420875163e-05,2,1,12,63,very_large,normal
206,1147,7077.0,0.0,2,1,12,63,,normal
207,4218,7077.0,0.0,2,1,12,63,,low
208,3106,7077.0,0.0,2,1,12,63,,normal
209,7336,7077.0,0.0,2,1,12,63,,low
210,39,7077.0,0.0,2,1,12,63,,normal
211,3106,7077.0,0.0,2,1,12,63,,normal
212,2603,7077.0,0.0,2,1,12,63,,low
213,2285,7077.0,0.0,2,1,12,63,,low
214,1526,7077.0,5.144442104375814e-07,2,1,12,63,medium,normal
215,4584,7077.0,2.1876740048858153e-07,2,1,12,63,medium,normal
216,1526,7077.0,0.0,2,1,12,63,,normal
217,4083,7077.0,2.5722210521879072e-08,2,1,12,63,small,normal
218,5004,7077.0,2.3149989469691163e-08,2,1,12,63,small,low
219,4083,7077.0,0.0,2,1,12,63,,normal
220,1631,7077.0,2.5464988416660284e-06,2,1,12,63,large,low
221,1526,7077.0,0.0,2,1,12,63,,normal
222,1167,7077.0,5.144442104375814e-07,2,1,12,63,medium,normal
223,6659,7077.0,5.144442104375814e-09,2,1,12,63,micro,normal
224,7134,7077.0,1.5433326313127442e-08,2,1,12,63,small,normal
225,9098,7077.0,5.1444421043758145e-08,2,1,12,63,small,normal
226,1631,7077.0,0.0,2,1,12,63,,low
227,4083,7077.0,0.0,2,1,12,63,,normal
228,6659,7077.0,1.0288884208751628e-06,2,1,12,63,large,normal
229,7134,7077.0,0.0,2,1,12,63,,normal
230,4884,7077.0,5.144442104375814e-07,2,1,12,63,medium,normal
231,9098,7077.0,7.716663156563721e-07,2,1,12,63,large,normal
232,1167,7077.0,0.0,2,1,12,63,,normal
234,2098,7077.0,9.259995787876465e-08,2,1,12,63,medium,normal
233,6659,7077.0,0.0,2,1,12,63,,normal
235,6410,7077.0,5.144442104375814e-07,2,1,12,63,medium,low
236,9098,7077.0,0.0,2,1,12,63,,normal
237,6410,7077.0,0.0,3,1,12,63,,low
238,2098,7077.0,0.0,3,1,12,63,,normal
239,4672,7077.0,0.0,3,1,12,63,,normal
240,6659,7077.0,0.0,3,1,12,63,,normal
241,7010,7077.0,2.5722210521879072e-05,3,1,12,63,very_large,low
242,9098,7077.0,5.1444421043758145e-08,3,1,12,63,small,normal
243,6659,7077.0,0.0,3,1,12,63,,normal
244,7010,7077.0,0.0,3,1,12,63,,low
245,389,7077.0,6.687774735688559e-08,3,1,12,63,medium,normal
247,1844,7077.0,2.551643283770404e-06,3,1,12,63,large,low
246,2480,7077.0,5.1444421043758145e-08,3,1,12,63,small,low
248,1844,7077.0,0.0,3,1,12,63,,normal
249,2480,7077.0,0.0,3,1,12,63,,low
250,5004,7077.0,0.0,3,1,12,63,,low
251,3220,7077.0,1.826276947053414e-06,3,1,12,63,large,normal
252,3220,7077.0,0.0,3,1,12,63,,normal
253,2917,7077.0,1.5433326313127442e-08,3,1,12,63,small,low
254,3220,7077.0,1.3632771576595909e-06,3,1,12,63,large,normal
255,5888,7077.0,1.0288884208751628e-06,3,1,12,63,large,normal
256,2917,7077.0,0.0,3,1,12,63,,low
257,5387,7077.0,0.0,3,1,12,63,,normal
258,5888,7077.0,0.0,3,1,12,63,,normal
259,4213,7077.0,1.8005547365315349e-07,3,1,12,63,medium,low
260,4213,7077.0,0.0,4,1,12,63,,low
261,5888,7077.0,1.0288884208751628e-06,4,1,12,63,large,normal
262,5888,7077.0,0.0,4,1,12,63,,normal
263,5813,7077.0,5.27305315698521e-07,4,1,12,63,large,normal
264,8019,7077.0,1.0288884208751628e-06,4,1,12,63,large,normal
265,4238,7077.0,5.1444421043758145e-08,4,1,12,63,small,normal
266,8019,7077.0,0.0,4,1,12,63,,normal
267,8448,7077.0,0.0,4,1,12,63,,normal
268,4238,7077.0,0.0,4,1,12,63,,normal
269,3651,7077.0,2.572221052187907e-07,4,1,12,63,medium,normal
270,8131,7077.0,2.829443157406698e-08,4,1,12,63,small,normal
271,5888,7077.0,1.0288884208751628e-06,4,1,12,63,large,normal
273,3651,7077.0,0.0,4,1,12,63,,normal
272,5888,7077.0,0.0,4,1,12,63,,normal
274,1088,7077.0,1.3375549471377118e-05,4,1,12,63,very_large,normal
275,8131,7077.0,0.0,4,1,12,63,,normal
276,812,7077.0,2.572221052187907e-07,4,1,12,63,medium,low
277,1088,7077.0,0.0,4,1,12,63,,normal
278,3757,7077.0,1.2861105260939536e-08,4,1,12,63,small,low
279,4707,7077.0,2.572221052187907e-07,4,1,12,63,medium,normal
280,1088,7077.0,0.0,4,1,12,63,,high
281,4707,7077.0,0.0,4,1,12,63,,normal
282,8131,7077.0,0.0,4,1,12,63,,low
283,3651,7077.0,2.4693322101003907e-07,4,1,12,63,medium,normal
284,3651,7077.0,0.0,4,1,12,63,,normal
285,4397,7077.0,1.5433326313127442e-07,4,1,12,63,medium,normal
286,4707,7077.0,1.5433326313127442e-07,4,1,12,63,medium,normal
287,3757,7077.0,0.0,4,1,12,63,,low
289,1884,7077.0,5.1444421043758145e-05,4,1,12,63,very_large,normal
288,4707,7077.0,0.0,4,1,12,63,,normal
290,1884,7077.0,0.0,5,1,12,63,,normal
291,8948,7077.0,0.0,5,1,12,63,,normal
292,1608,7077.0,0.0,5,1,12,63,,normal
293,4397,7077.0,0.0,5,1,12,63,,normal
294,2600,7077.0,5.1444421043758145e-08,5,1,12,63,small,normal
295,6897,7077.0,5.935976255439286e-06,5,1,12,63,very_large,normal
296,7010,7077.0,2.5722210521879072e-05,5,1,12,63,very_large,normal
297,7385,7077.0,1.2861105260939537e-06,5,1,12,63,large,normal
298,6897,7077.0,0.0,5,1,12,63,,normal
299,812,7077.0,0.0,5,1,12,63,,low
300,7346,7077.0,0.0,5,1,12,63,,normal
301,3509,7077.0,8.745551577438884e-07,5,1,12,63,large,normal
302,8363,7077.0,0.0,5,1,12,63,,normal
303,1088,7077.0,1.3478438313464634e-05,5,1,12,63,very_large,normal
304,7385,7077.0,0.0,5,1,12,63,,normal
305,8316,7077.0,5.144442104375814e-07,5,1,12,63,medium,normal
306,3509,7077.0,0.0,5,1,12,63,,normal
307,4122,7077.0,0.0,5,1,12,63,,normal
308,3509,7077.0,0.0,5,1,12,63,,normal
309,8316,7077.0,0.0,5,1,12,63,,normal
310,3509,7077.0,1.851999157575293e-08,5,1,12,63,small,normal
311,295,7077.0,9.9544954719672e-07,5,1,12,63,large,normal
312,4122,7077.0,0.00010288884208751629,5,1,12,63,very_large,low
313,7385,7077.0,0.0,5,1,12,63,,normal
314,3102,7077.0,5.144442104375814e-07,5,1,12,63,medium,normal
315,4122,7077.0,0.0,5,1,12,63,,low
316,295,7077.0,0.0,5,1,12,63,,normal
317,7346,7077.0,0.0,5,1,12,63,,normal
318,295,7077.0,0.0,5,1,12,63,,normal
319,3509,7077.0,1.83142138915779e-07,5,1,12,63,medium,normal
320,3102,7077.0,2.0063324207065678e-05,6,1,12,63,very_large,normal
321,3102,7077.0,0.0,6,1,12,63,,normal
322,4587,7077.0,2.572221052187907e-07,6,1,12,63,medium,low
323,3213,7077.0,1.800554736531535e-09,6,1,12,63,micro,low
324,5440,7077.0,2.829443157406698e-07,6,1,12,63,medium,normal
325,5962,7077.0,1.3735660418683424e-05,6,1,12,63,very_large,normal
326,1088,7077.0,0.0,6,1,12,63,,normal
327,5440,7077.0,0.0,6,1,12,63,,normal
328,5962,7077.0,0.0,6,1,12,63,,normal
329,1147,7077.0,8.575270543784046e-07,6,1,12,63,large,normal
330,3509,7077.0,3.0866652626254884e-07,6,1,12,63,medium,normal
331,8599,7077.0,1.2861105260939536e-07,6,1,12,63,medium,normal
332,2600,7077.0,0.0,6,1,12,63,,normal
333,29,7077.0,1.028888420875163e-05,6,1,12,63,very_large,normal
334,8,7077.0,5.144442104375815e-06,6,1,12,63,large,normal
335,8599,7077.0,0.0,6,1,12,63,,low
336,9158,7077.0,6.173330525250977e-08,6,1,12,63,medium,low
337,5755,7077.0,9.774439998314047e-06,6,1,12,63,very_large,normal
338,8020,7077.0,0.0,6,1,12,63,,normal
339,2600,7077.0,1.0288884208751629e-07,6,1,12,63,medium,normal
340,8637,7077.0,5.144442104375814e-09,6,1,12,63,micro,normal
341,4587,7077.0,0.0,6,1,12,63,,low
342,6720,7077.0,2.5665621658730938e-05,6,1,12,63,very_large,low
343,4587,7077.0,0.0,6,1,12,63,,low
344,8020,7077.0,5.1444421043758145e-08,6,1,12,63,small,normal
345,9158,7077.0,0.0,6,1,12,63,,low
346,8020,7077.0,0.0,6,1,12,63,,normal
347,11,7077.0,5.1444421043758145e-08,6,1,12,63,small,normal
348,5755,7077.0,0.0,6,1,12,63,,normal
349,11,7077.0,0.0,6,1,12,63,,normal
350,134,7077.0,7.099330104038625e-06,6,1,12,63,very_large,normal
351,4893,7077.0,5.139297662271439e-07,7,1,12,63,medium,normal
352,134,7077.0,0.0,7,1,12,63,,normal
353,8020,7077.0,0.0,7,1,12,63,,low
354,8020,7077.0,5.1444421043758145e-08,7,1,12,63,small,low
355,9158,7077.0,0.0,7,1,12,63,,low
356,11,7077.0,5.1444421043758145e-08,7,1,12,63,small,normal
357,8020,7077.0,0.0,7,1,12,63,,low
359,7174,7077.0,1.0288884208751628e-06,7,1,12,63,large,normal
358,4847,7077.0,7.716663156563721e-07,7,1,12,63,large,normal
360,8791,7077.0,2.0577768417503257e-06,7,1,12,63,large,normal
361,4847,7077.0,0.0,7,1,12,63,,normal
362,8791,7077.0,0.0,7,1,12,63,,normal
363,3719,7077.0,7.716663156563721e-08,7,1,12,63,medium,low
364,7174,7077.0,0.0,7,1,12,63,,normal
365,8791,7077.0,0.0,7,1,12,63,,normal
366,7346,7077.0,0.0,7,1,12,63,,low
367,3719,7077.0,0.0,7,1,12,63,,low
368,6405,7077.0,0.0,7,1,12,63,,low
369,1088,7077.0,0.0,7,1,12,63,,normal
370,4494,7077.0,0.0,7,1,12,63,,low
371,2514,7077.0,1.0288884208751629e-08,8,1,12,63,small,low
372,8756,7077.0,0.0,8,1,12,63,,low
373,1088,7077.0,0.0,8,1,12,63,,normal
374,94,7077.0,0.0,8,1,12,63,,normal
375,4523,7077.0,5.144442104375814e-09,8,1,12,63,micro,low
376,4847,7077.0,0.0,8,1,12,63,,normal
377,2961,7077.0,5.1444421043758145e-05,8,1,12,63,very_large,normal
378,3502,7077.0,9.98021768248908e-07,8,1,12,63,large,high
379,4523,7077.0,0.0,8,1,12,63,,low
380,4523,7077.0,0.0,8,1,12,63,,low
381,2961,7077.0,0.0,8,1,12,63,,normal
382,3502,7077.0,0.0,8,1,12,63,,high
383,4893,7077.0,0.0,8,1,12,63,,normal
384,4847,7077.0,2.5722210521879073e-06,8,1,12,63,large,normal
385,94,7077.0,1.0068403906434534e-05,8,1,12,63,very_large,low
386,3502,7077.0,0.0,8,1,12,63,,high
387,4129,7077.0,5.144442104375814e-07,8,1,12,63,medium,normal
388,4878,7077.0,0.0,8,1,12,63,,normal
389,4129,7077.0,0.0,8,1,12,63,,normal
390,2961,7077.0,0.0,8,1,12,63,,normal
391,4847,7077.0,0.0,8,1,12,63,,low
392,3793,7077.0,1.3118327366158326e-06,8,1,12,63,large,normal
393,3975,7077.0,2.0577768417503257e-06,8,1,12,63,large,normal
394,5910,7077.0,3.60110947306307e-09,8,1,12,63,micro,normal
395,5910,7077.0,3.60110947306307e-09,8,1,12,63,micro,normal
396,94,7077.0,9.774439998314047e-06,8,1,12,63,very_large,low
397,3975,7077.0,0.0,9,1,12,63,,normal
398,3793,7077.0,0.0,9,1,12,63,,normal
399,7994,7077.0,5.607441893769638e-06,9,1,12,63,very_large,normal
400,5910,7077.0,0.0,9,1,12,63,,normal
401,1088,7077.0,0.0,9,1,12,63,,normal
402,7994,7077.0,0.0,9,1,12,63,,normal
403,94,7077.0,1.6513659155046364e-05,9,1,12,63,very_large,low
404,7994,7077.0,0.0,9,1,12,63,,normal
405,4893,7077.0,4.6299978939382334e-07,9,1,12,63,medium,normal
406,3890,7077.0,5.1444421043758145e-08,9,1,12,63,small,normal
407,4893,7077.0,0.0,9,1,12,63,,normal
408,1088,7077.0,0.0,9,1,12,63,,normal
409,3890,7077.0,0.0,9,1,12,63,,normal
410,4893,7077.0,0.0,9,1,12,63,,normal
411,4122,7077.0,0.00025722210521879075,9,1,12,63,very_large,low
412,94,7077.0,1.5937481639356273e-05,9,1,12,63,very_large,low
413,6604,7077.0,2.0577768417503257e-08,9,1,12,63,small,normal
414,7994,7077.0,1.1060550524408001e-05,9,1,12,63,very_large,normal
415,6604,7077.0,0.0,9,1,12,63,,normal
416,3793,7077.0,1.5947770523565026e-06,9,1,12,63,large,normal
417,7994,7077.0,0.0,9,1,12,63,,normal
418,3793,7077.0,0.0,9,1,12,63,,normal
419,3756,7077.0,3.2924429468005213e-06,9,1,12,63,large,low
420,6604,7077.0,0.0,9,1,12,63,,low
421,6604,7077.0,0.0,9,1,12,63,,low
422,94,7077.0,1.0758308885510498e-05,9,1,12,63,very_large,low
423,3756,7077.0,0.0,9,1,12,63,,low
424,4847,7077.0,5.144442104375814e-07,10,1,12,63,medium,normal
425,232,7077.0,5.144442104375814e-09,10,1,12,63,micro,normal
426,2951,7077.0,5.005542167557668e-06,10,1,12,63,large,normal
427,2951,7077.0,0.0,10,1,12,63,,normal
428,4429,7077.0,1.5433326313127442e-07,10,1,12,63,medium,normal
429,4847,7077.0,0.0,10,1,12,63,,normal
430,8948,7077.0,0.0,10,1,12,63,,low
431,232,7077.0,5.144442104375814e-09,10,1,12,63,micro,normal
432,232,7077.0,0.0,10,1,12,63,,low
433,5676,7077.0,5.1444421043758145e-08,10,1,12,63,small,normal
434,5676,7077.0,0.0,10,1,12,63,,normal
435,4429,7077.0,0.0,10,1,12,63,,normal
436,5676,7077.0,0.0,10,1,12,63,,normal
437,1091,7077.0,5.144442104375815e-06,11,1,12,63,large,normal
438,1091,7077.0,0.0,11,1,12,63,,normal
439,3410,7077.0,5.144442104375814e-09,11,1,12,63,micro,normal
440,1743,7077.0,0.0,11,1,12,63,,low
441,1683,7077.0,5.144442104375814e-07,11,1,12,63,medium,normal
442,1743,7077.0,0.0,11,1,12,63,,low
443,1434,7077.0,0.0,11,1,12,63,,low
444,232,7077.0,0.0,11,1,12,63,,low
445,1683,7077.0,0.0,11,1,12,63,,normal
446,3410,7077.0,0.0,11,1,12,63,,normal
447,3410,7077.0,0.0,11,1,12,63,,normal
448,3410,7077.0,0.0,11,1,12,63,,normal
449,3410,7077.0,0.0,11,1,12,63,,normal
450,94,7077.0,4.239226071689846e-06,11,1,12,63,large,low
451,7538,7077.0,5.1444421043758145e-08,12,1,12,63,small,normal
452,1091,7077.0,5.144442104375815e-06,12,1,12,63,large,normal
453,7538,7077.0,0.0,12,1,12,63,,normal
454,7538,7077.0,0.0,12,1,12,63,,normal
455,5691,7077.0,2.572221052187907e-07,12,1,12,63,medium,normal
456,5691,7077.0,0.0,12,1,12,63,,normal
457,1333,7077.0,2.5722210521879072e-08,12,1,12,63,small,normal
458,5105,7077.0,2.0577768417503258e-07,13,1,12,63,medium,normal
459,6448,7077.0,0.0,13,1,12,63,,normal
460,5105,7077.0,0.0,13,1,12,63,,normal
461,8985,7077.0,5.916108420032186e-07,13,1,12,63,large,normal
462,8985,7077.0,0.0,13,1,12,63,,normal
463,6374,7077.0,0.0,13,1,12,63,,normal
