address,node_id,in_degree,total_received,first_received,last_received,out_degree,total_sent,first_sent,last_sent,total_degree,first_activity,last_activity,activity_days,net_balance,node_type
0x000f90aa354eb1ab4122071a78278ff00be3191a,12,0,0.0,,,2,0.0,2018-04-11 13:06:13,2018-04-14 19:01:30,2,2018-04-11 13:06:13,2018-04-14 19:01:30,3,0.0,source_only
0x001741d6b446a40120b66204dfc9bcc299448c91,13,0,0.0,,,1,0.077,2021-12-17 00:54:00,2021-12-17 00:54:00,1,2021-12-17 00:54:00,2021-12-17 00:54:00,0,-0.077,source_only
0x00198ea112c934a0ac296f13d503e2b91d1d2a8e,14,0,0.0,,,1,0.0,2018-11-15 21:42:45,2018-11-15 21:42:45,1,2018-11-15 21:42:45,2018-11-15 21:42:45,0,0.0,source_only
0x001a8a885ebabe4b1cd4b17862ad4f6ad124b195,15,0,0.0,,,10,46.0,2017-12-20 20:11:17,2017-12-22 21:40:45,10,2017-12-20 20:11:17,2017-12-22 21:40:45,2,-46.0,source_only
0x001abc8196c60c2de9f9a2edbdf8db00c1fa35ef,16,0,0.0,,,2,2.076,2018-01-13 01:54:52,2018-01-13 01:58:15,2,2018-01-13 01:54:52,2018-01-13 01:58:15,0,-2.076,source_only
0x001c85ba903d2abdb01e11628ccf59e470451176,17,0,0.0,,,1,0.125,2021-12-16 22:07:32,2021-12-16 22:07:32,1,2021-12-16 22:07:32,2021-12-16 22:07:32,0,-0.125,source_only
0x001d45f9eefb94a74c4c6791a40b82fa484729cb,18,0,0.0,,,1,0.0,2018-11-17 08:06:42,2018-11-17 08:06:42,1,2018-11-17 08:06:42,2018-11-17 08:06:42,0,0.0,source_only
0x001fa6f74c8eeaa372c8437a3bdd22b630d9a7b6,19,0,0.0,,,1,0.0,2018-04-30 01:30:59,2018-04-30 01:30:59,1,2018-04-30 01:30:59,2018-04-30 01:30:59,0,0.0,source_only
0x00241668444916d2ab6927dff3d9d270b8e09d79,20,0,0.0,,,2,0.0,2018-10-26 03:46:05,2018-10-28 19:56:39,2,2018-10-26 03:46:05,2018-10-28 19:56:39,2,0.0,source_only
0x002c6a9a3151094ec5109c61dbe89b3d1d39b17a,21,0,0.0,,,1,0.0,2017-12-18 09:01:40,2017-12-18 09:01:40,1,2017-12-18 09:01:40,2017-12-18 09:01:40,0,0.0,source_only
0x0032f358d6d92dd90d4c0f64d3ac7a51489caf32,22,0,0.0,,,1,0.55,2021-12-17 02:06:06,2021-12-17 02:06:06,1,2021-12-17 02:06:06,2021-12-17 02:06:06,0,-0.55,source_only
0x0033d91f617bcc7289c030de7c67c2870abaa27d,23,0,0.0,,,3,0.0,2018-04-28 11:14:20,2018-04-29 07:01:17,3,2018-04-28 11:14:20,2018-04-29 07:01:17,0,0.0,source_only
0x00371acb9cfd5f5784a46ec393909ed3f219f7e3,24,0,0.0,,,4,14.99,2017-12-22 02:51:20,2017-12-22 03:30:48,4,2017-12-22 02:51:20,2017-12-22 03:30:48,0,-14.99,source_only
0x003933989385fab554623d558523cfd23cea8503,25,0,0.0,,,11,1.06691,2017-12-24 06:39:04,2018-01-12 02:45:51,11,2017-12-24 06:39:04,2018-01-12 02:45:51,18,-1.06691,source_only
0x003969184186386208ce273fd74cc71a4fd55776,26,0,0.0,,,1,0.0,2018-01-15 06:24:09,2018-01-15 06:24:09,1,2018-01-15 06:24:09,2018-01-15 06:24:09,0,0.0,source_only
0x003a5ab1bceda1dda9cd41abcc436c0bfe44dba7,27,0,0.0,,,2,2.0,2017-12-20 05:56:51,2017-12-20 06:04:09,2,2017-12-20 05:56:51,2017-12-20 06:04:09,0,-2.0,source_only
0x00403727cadfadd31bdc928e2dc279ada2eef7f9,28,0,0.0,,,1,0.0,2021-12-17 00:28:24,2021-12-17 00:28:24,1,2021-12-17 00:28:24,2021-12-17 00:28:24,0,0.0,source_only
0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,29,0,0.0,,,14,110.0,2017-12-18 08:46:12,2018-01-05 14:45:32,14,2017-12-18 08:46:12,2018-01-05 14:45:32,18,-110.0,source_only
0x00443ef159433d7acd2734957f99f285db2dffdb,30,0,0.0,,,1,7.5e-16,2023-08-31 00:37:59,2023-08-31 00:37:59,1,2023-08-31 00:37:59,2023-08-31 00:37:59,0,-7.5e-16,source_only
0x004537fcd9095489ebe38180a382341b962b501d,31,0,0.0,,,2,1.418,2017-12-29 17:58:13,2017-12-29 18:01:34,2,2017-12-29 17:58:13,2017-12-29 18:01:34,0,-1.418,source_only
0x004a2af7de0ff5f9bfc586769a3ea8ac31697b31,32,0,0.0,,,4,1.0,2017-12-29 21:24:52,2017-12-29 21:36:11,4,2017-12-29 21:24:52,2017-12-29 21:36:11,0,-1.0,source_only
0x004b4fda07a01c9747fb27b36fc87083a9edc8a3,33,0,0.0,,,4,113.0,2018-01-11 18:23:43,2018-01-12 19:08:53,4,2018-01-11 18:23:43,2018-01-12 19:08:53,1,-113.0,source_only
0x004b95b048982748422c7a9b2b1940fb9f41a2e3,34,0,0.0,,,1,1.0,2018-03-31 04:34:28,2018-03-31 04:34:28,1,2018-03-31 04:34:28,2018-03-31 04:34:28,0,-1.0,source_only
0x004c7ea50de2cec3a54aa5d303b11f01ca426ba0,35,0,0.0,,,2,0.1,2017-12-31 23:13:53,2017-12-31 23:16:03,2,2017-12-31 23:13:53,2017-12-31 23:16:03,0,-0.1,source_only
0x004eba336d1e38f335c106fc9a4ff2cab6664581,36,0,0.0,,,3,20.0,2017-12-21 00:40:47,2017-12-21 01:05:31,3,2017-12-21 00:40:47,2017-12-21 01:05:31,0,-20.0,source_only
0x00509b09ce2094e6853106d60ae563043f058d97,37,0,0.0,,,1,0.0,2018-04-13 17:00:35,2018-04-13 17:00:35,1,2018-04-13 17:00:35,2018-04-13 17:00:35,0,0.0,source_only
0x00562afba520b660b1206f831b1b863b809c7d69,38,0,0.0,,,1,0.0,2018-04-21 23:30:07,2018-04-21 23:30:07,1,2018-04-21 23:30:07,2018-04-21 23:30:07,0,0.0,source_only
0x005ee33762b213afcea5d294b14f005b00624661,39,0,0.0,,,2,20.0,2017-12-19 02:01:50,2017-12-19 02:12:05,2,2017-12-19 02:01:50,2017-12-19 02:12:05,0,-20.0,source_only
0x006016ced2484bdc1e78bbdc0ca95fa021ca5ba6,40,0,0.0,,,1,0.0,2018-10-05 01:32:08,2018-10-05 01:32:08,1,2018-10-05 01:32:08,2018-10-05 01:32:08,0,0.0,source_only
0x0061920b1d3aa64ba9814b8a07aeb63a3d7691b8,41,0,0.0,,,1,0.56,2021-12-16 22:16:12,2021-12-16 22:16:12,1,2021-12-16 22:16:12,2021-12-16 22:16:12,0,-0.56,source_only
0x006fa67f2e1051f5fab6291d2cf3e42f6c0d4582,42,0,0.0,,,3,5.0,2018-01-07 03:52:23,2018-01-07 06:25:15,3,2018-01-07 03:52:23,2018-01-07 06:25:15,0,-5.0,source_only
0x0074b099f07d1ed472078c9a25aebd38154bce56,43,0,0.0,,,1,0.0,2018-01-09 15:20:03,2018-01-09 15:20:03,1,2018-01-09 15:20:03,2018-01-09 15:20:03,0,0.0,source_only
0x0075663e611863677d0250429d08168ee2e5de5f,44,0,0.0,,,3,0.5,2018-01-03 15:19:40,2018-01-03 15:50:12,3,2018-01-03 15:19:40,2018-01-03 15:50:12,0,-0.5,source_only
0x00799bbc833d5b168f0410312d2a8fd9e0e3079c,45,0,0.0,,,15,0.0,2018-03-19 06:52:10,2018-10-10 10:18:15,15,2018-03-19 06:52:10,2018-10-10 10:18:15,205,0.0,source_only
0x0079f80f4d229bd1323b1d0d64e5dda4b614bac3,46,0,0.0,,,1,0.0250005812909887,2021-12-16 22:35:48,2021-12-16 22:35:48,1,2021-12-16 22:35:48,2021-12-16 22:35:48,0,-0.0250005812909887,source_only
0x007a368cd2410e138abd7d50e135a65ff282a39c,47,0,0.0,,,6,20.0,2017-12-26 13:33:07,2017-12-27 18:09:23,6,2017-12-26 13:33:07,2017-12-27 18:09:23,1,-20.0,source_only
0x007a5dee87067d729f347c4918d44e0530d0ffc3,48,0,0.0,,,1,0.12,2018-01-16 03:59:20,2018-01-16 03:59:20,1,2018-01-16 03:59:20,2018-01-16 03:59:20,0,-0.12,source_only
0x007b9f0cb5226662497e57a65efa6cadb8399532,49,0,0.0,,,7,0.9,2017-12-18 15:11:27,2017-12-29 22:16:55,7,2017-12-18 15:11:27,2017-12-29 22:16:55,11,-0.9,source_only
0x008024771614f4290696b63ba3dd3a1ceb34d4d9,50,0,0.0,,,1,0.0,2018-11-16 17:51:12,2018-11-16 17:51:12,1,2018-11-16 17:51:12,2018-11-16 17:51:12,0,0.0,source_only
0x00879212d4237705774edf723fa9b6a16e2ad317,51,0,0.0,,,1,0.175,2021-12-17 00:57:49,2021-12-17 00:57:49,1,2021-12-17 00:57:49,2021-12-17 00:57:49,0,-0.175,source_only
0x008ef0e604fb49d668d9315c06aefb3d59a49c38,52,0,0.0,,,2,11.0,2018-01-16 09:37:16,2018-01-16 09:42:03,2,2018-01-16 09:37:16,2018-01-16 09:42:03,0,-11.0,source_only
0x008f97fc562816b72fdec866835dff1b09584e3b,53,0,0.0,,,1,0.0757498521321596,2021-12-17 00:00:58,2021-12-17 00:00:58,1,2021-12-17 00:00:58,2021-12-17 00:00:58,0,-0.0757498521321596,source_only
0x0090699f6e2af9dc9f83bb2f69a10fbd414bbb20,54,0,0.0,,,3,20.7,2017-12-27 19:59:41,2017-12-27 20:05:24,3,2017-12-27 19:59:41,2017-12-27 20:05:24,0,-20.7,source_only
0x0090904e20fa3888eeb16be9e4beb2b68d52bf73,55,0,0.0,,,6,3.88896,2017-12-29 09:24:32,2017-12-30 06:03:38,6,2017-12-29 09:24:32,2017-12-30 06:03:38,0,-3.88896,source_only
0x00929f8d74e8ad7e7692a52b2afaf303baaa9ef5,56,0,0.0,,,1,0.0,2018-02-18 19:16:23,2018-02-18 19:16:23,1,2018-02-18 19:16:23,2018-02-18 19:16:23,0,0.0,source_only
0x009aa89b1dc131952462b6499bfc541ed48fafe0,57,0,0.0,,,1,0.286907763813324,2021-12-17 01:26:15,2021-12-17 01:26:15,1,2021-12-17 01:26:15,2021-12-17 01:26:15,0,-0.286907763813324,source_only
0x009be56dd91808b2ab35959a65245732c73fe871,58,0,0.0,,,3,10.0,2017-12-18 08:40:53,2017-12-18 09:07:27,3,2017-12-18 08:40:53,2017-12-18 09:07:27,0,-10.0,source_only
0x00a463d0394ea663bbd0a71ca90963f6296604bc,59,0,0.0,,,3,8.0,2017-12-20 23:00:08,2017-12-21 00:36:18,3,2017-12-20 23:00:08,2017-12-21 00:36:18,0,-8.0,source_only
0x00a5317f894276cf3b35fadd6e2f0c8fa1e1fb16,60,0,0.0,,,2,0.0,2018-11-12 02:26:47,2018-11-14 20:37:34,2,2018-11-12 02:26:47,2018-11-14 20:37:34,2,0.0,source_only
0x00a72f5cc8dea79ebbfd1109c9cdaf34d1e6d0ca,61,0,0.0,,,1,0.0,2018-10-24 03:24:22,2018-10-24 03:24:22,1,2018-10-24 03:24:22,2018-10-24 03:24:22,0,0.0,source_only
0x00aec6e482d2ec9cedf8f03072ff8bd27850e95c,62,0,0.0,,,5,5.9,2017-12-24 14:44:54,2018-01-02 10:03:06,5,2017-12-24 14:44:54,2018-01-02 10:03:06,8,-5.9,source_only
0x00afac9ad481a05d71dfa0548bd134325ca6b09e,63,0,0.0,,,1,0.16,2021-12-16 22:50:40,2021-12-16 22:50:40,1,2021-12-16 22:50:40,2021-12-16 22:50:40,0,-0.16,source_only
0x00b548a70abb9d1006cc51871df7634389fadb43,64,0,0.0,,,4,19.05,2018-01-02 19:41:22,2018-01-13 21:42:52,4,2018-01-02 19:41:22,2018-01-13 21:42:52,11,-19.05,source_only
0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,65,0,0.0,,,115,882.0,2017-12-20 22:13:23,2018-01-16 21:56:40,115,2017-12-20 22:13:23,2018-01-16 21:56:40,26,-882.0,hub
0x00be60125e9fe57b58e862092c896696695adb91,66,0,0.0,,,5,1.7,2017-12-20 02:56:33,2017-12-30 04:03:28,5,2017-12-20 02:56:33,2017-12-30 04:03:28,10,-1.7,source_only
0x00c9fa7735ff13c52647e05f01c973f53e23a9e2,67,0,0.0,,,2,10.0,2017-12-21 23:09:56,2017-12-21 23:11:50,2,2017-12-21 23:09:56,2017-12-21 23:11:50,0,-10.0,source_only
0x00cc52ccf4ef38b8112fe73b9db72729e591a929,68,0,0.0,,,3,1.2376230000000001,2017-12-19 22:43:32,2017-12-19 23:31:29,3,2017-12-19 22:43:32,2017-12-19 23:31:29,0,-1.2376230000000001,source_only
0x00d415aa3c8fc835e64c36954265d082093a748c,69,0,0.0,,,2,0.0,2018-01-16 09:30:13,2018-01-16 09:40:33,2,2018-01-16 09:30:13,2018-01-16 09:40:33,0,0.0,source_only
0x00d9558ac6f0dd14703864fba636893652627377,70,0,0.0,,,2,48.0,2018-01-12 19:59:33,2018-01-12 20:07:00,2,2018-01-12 19:59:33,2018-01-12 20:07:00,0,-48.0,source_only
0x00dc4d08976d0aa012633149246ceb86650fe354,71,0,0.0,,,1,0.0,2018-11-03 20:18:32,2018-11-03 20:18:32,1,2018-11-03 20:18:32,2018-11-03 20:18:32,0,0.0,source_only
0x00de79b8c15035658778829fb1bdbd5092acbc10,72,0,0.0,,,1,0.0,2018-01-12 03:05:03,2018-01-12 03:05:03,1,2018-01-12 03:05:03,2018-01-12 03:05:03,0,0.0,source_only
0x00df4f19302f63ffbfc39de55fdcd9208c666a9a,73,0,0.0,,,1,0.2,2021-12-17 02:46:43,2021-12-17 02:46:43,1,2021-12-17 02:46:43,2021-12-17 02:46:43,0,-0.2,source_only
0x00dfc6f868c6bb49c8f6bb04e12650b8cae71ff7,74,0,0.0,,,1,2.5,2021-12-16 22:46:24,2021-12-16 22:46:24,1,2021-12-16 22:46:24,2021-12-16 22:46:24,0,-2.5,source_only
0x00e37711d6716e9643d641eae62684b8ab854343,75,0,0.0,,,6,25.955000000000002,2017-12-20 04:58:34,2017-12-31 06:16:55,6,2017-12-20 04:58:34,2017-12-31 06:16:55,11,-25.955000000000002,source_only
0x00e37726e077e3064b8854d58596d56a565c1ba6,76,0,0.0,,,1,0.0,2018-11-15 19:49:16,2018-11-15 19:49:16,1,2018-11-15 19:49:16,2018-11-15 19:49:16,0,0.0,source_only
0x00e6ab23a226380e611a6161ac45d5bb248a80e4,77,0,0.0,,,5,0.0,2018-01-03 08:13:11,2018-01-08 23:27:31,5,2018-01-03 08:13:11,2018-01-08 23:27:31,5,0.0,source_only
0x00eb1d70c4bb880e888af962ffbed0d8ebb27dbf,78,0,0.0,,,1,0.01,2017-12-23 14:26:23,2017-12-23 14:26:23,1,2017-12-23 14:26:23,2017-12-23 14:26:23,0,-0.01,source_only
0x00ee6486dd5813bfe4b5beb8f5ff4f2781b1e12e,79,0,0.0,,,1,0.0881111111111111,2021-12-17 02:20:09,2021-12-17 02:20:09,1,2021-12-17 02:20:09,2021-12-17 02:20:09,0,-0.0881111111111111,source_only
0x00f9451385bf75910d80374eb42edf36d1a3f243,80,0,0.0,,,1,0.1,2018-09-28 03:38:00,2018-09-28 03:38:00,1,2018-09-28 03:38:00,2018-09-28 03:38:00,0,-0.1,source_only
0x00fc5ecfb5aaf7458895238e21f38c37a8e3195e,81,0,0.0,,,1,4.79e-16,2023-07-30 05:47:11,2023-07-30 05:47:11,1,2023-07-30 05:47:11,2023-07-30 05:47:11,0,-4.79e-16,source_only
0x00ff15b24465b018d16ab586a87e218aac8213a7,82,0,0.0,,,13,3644.0,2017-12-23 15:00:03,2018-01-07 22:16:31,13,2017-12-23 15:00:03,2018-01-07 22:16:31,15,-3644.0,source_only
0x01027b82da1f92c67a5a7a3e787ecce333977ac5,83,0,0.0,,,1,0.115,2021-12-17 02:27:29,2021-12-17 02:27:29,1,2021-12-17 02:27:29,2021-12-17 02:27:29,0,-0.115,source_only
0x0102ce2a9cd3af97f7d38b5594ab4cc883b23a27,84,0,0.0,,,2,0.0,2017-12-28 17:04:15,2018-02-06 22:52:34,2,2017-12-28 17:04:15,2018-02-06 22:52:34,40,0.0,source_only
0x0110dcef1524bd82b9d4bbf28a1330f0ac27e190,85,0,0.0,,,2,0.6,2017-12-21 14:22:25,2017-12-21 14:24:45,2,2017-12-21 14:22:25,2017-12-21 14:24:45,0,-0.6,source_only
0x0112af8a800653d20287de3f0db569beb0623605,86,0,0.0,,,1,0.053,2021-12-17 01:16:03,2021-12-17 01:16:03,1,2021-12-17 01:16:03,2021-12-17 01:16:03,0,-0.053,source_only
0x0114c08b7d19005b6cc5246e1fae5a3c6ca3db97,87,0,0.0,,,2,1.278,2021-12-16 21:38:41,2021-12-16 22:23:02,2,2021-12-16 21:38:41,2021-12-16 22:23:02,0,-1.278,source_only
0x0119835ffa287da127953de3d66777068ae6547e,88,0,0.0,,,2,0.0,2018-10-24 19:05:57,2018-11-13 12:24:57,2,2018-10-24 19:05:57,2018-11-13 12:24:57,19,0.0,source_only
0x011b903b138150eb7c7f346dba8de115da95c745,89,0,0.0,,,1,0.0,2018-11-17 03:21:38,2018-11-17 03:21:38,1,2018-11-17 03:21:38,2018-11-17 03:21:38,0,0.0,source_only
0x0120b39fa2d94b20b3fdecbc94789642fcd8ff2f,90,0,0.0,,,1,9.32e-16,2023-07-31 08:14:35,2023-07-31 08:14:35,1,2023-07-31 08:14:35,2023-07-31 08:14:35,0,-9.32e-16,source_only
0x013216b46dcbb0842cfa6c1bb84012d5911848b0,91,0,0.0,,,3,0.0,2018-01-10 18:07:12,2018-01-12 01:13:33,3,2018-01-10 18:07:12,2018-01-12 01:13:33,1,0.0,source_only
0x0133c0608734cbb2f251493cc31caa18d48a3014,92,0,0.0,,,2,0.0,2018-11-04 20:41:08,2018-11-07 19:00:36,2,2018-11-04 20:41:08,2018-11-07 19:00:36,2,0.0,source_only
0x0133d5b162e891abbf8458de436fd10af75627d3,93,0,0.0,,,1,0.054,2021-12-16 23:33:01,2021-12-16 23:33:01,1,2021-12-16 23:33:01,2021-12-16 23:33:01,0,-0.054,source_only
0x01349510117dc9081937794939552463f5616dfb,94,0,0.0,,,73,594.675560722813,2017-12-19 08:16:20,2018-01-13 12:53:13,73,2017-12-19 08:16:20,2018-01-13 12:53:13,25,-594.675560722813,hub
0x0135de9d83a1c414eabed963ae5244badc3f9a6b,95,0,0.0,,,2,0.03,2021-12-17 02:39:17,2021-12-17 02:45:59,2,2021-12-17 02:39:17,2021-12-17 02:45:59,0,-0.03,source_only
0x013ad47cb3fbfdcf7b32a2518ee0b384cb151071,96,0,0.0,,,1,1.0009917174012088,2021-12-17 00:29:09,2021-12-17 00:29:09,1,2021-12-17 00:29:09,2021-12-17 00:29:09,0,-1.0009917174012088,source_only
0x013d3d8935bcf46da7e62659b6b57b4db5e62675,97,0,0.0,,,1,8.32324463131296,2021-12-17 00:47:27,2021-12-17 00:47:27,1,2021-12-17 00:47:27,2021-12-17 00:47:27,0,-8.32324463131296,source_only
0x013f402e2df3a1bde0e1a7bb438914d9c9d9d7ae,98,0,0.0,,,1,0.0,2021-12-17 00:39:54,2021-12-17 00:39:54,1,2021-12-17 00:39:54,2021-12-17 00:39:54,0,0.0,source_only
0x01406866fb1fb7ef1f1c55efd27b52eba8a9004b,99,0,0.0,,,1,0.3118139101292173,2021-12-16 23:33:01,2021-12-16 23:33:01,1,2021-12-16 23:33:01,2021-12-16 23:33:01,0,-0.3118139101292173,source_only
0x014537baf36f74a6543f4dc648260ae4e7817512,100,0,0.0,,,1,0.0575,2021-12-17 01:23:09,2021-12-17 01:23:09,1,2021-12-17 01:23:09,2021-12-17 01:23:09,0,-0.0575,source_only
0x014cd425380e610cb5d6d4f1ae8dcdd9d8db791d,101,0,0.0,,,1,0.001,2021-12-17 00:38:29,2021-12-17 00:38:29,1,2021-12-17 00:38:29,2021-12-17 00:38:29,0,-0.001,source_only
0x0155b0e2a75d520cbe1b59c1c43e9b7747e10c6f,102,0,0.0,,,1,0.11,2021-12-16 22:02:52,2021-12-16 22:02:52,1,2021-12-16 22:02:52,2021-12-16 22:02:52,0,-0.11,source_only
0x01586065e2e2ef7940943f7ca8621c774f0ea7b2,103,0,0.0,,,1,0.0,2018-11-15 09:58:44,2018-11-15 09:58:44,1,2018-11-15 09:58:44,2018-11-15 09:58:44,0,0.0,source_only
0x015fe276e1766156a7c51556b83f8aa28c4d4e0e,104,0,0.0,,,3,1.457179073939535,2021-12-17 00:41:22,2021-12-17 02:15:53,3,2021-12-17 00:41:22,2021-12-17 02:15:53,0,-1.457179073939535,source_only
0x0165c46197321518cb075c49056ffa2857b49cc6,105,0,0.0,,,1,0.11004459855,2021-12-17 00:58:40,2021-12-17 00:58:40,1,2021-12-17 00:58:40,2021-12-17 00:58:40,0,-0.11004459855,source_only
0x0167442c8847c5eb974e42e380f7f9f2455390b1,106,0,0.0,,,2,0.0,2018-11-14 06:20:42,2018-11-14 06:20:46,2,2018-11-14 06:20:42,2018-11-14 06:20:46,0,0.0,source_only
0x016d141227f41b3ce9dc4f5e12d8b48300c50ad0,107,0,0.0,,,1,0.0,2018-11-16 23:12:19,2018-11-16 23:12:19,1,2018-11-16 23:12:19,2018-11-16 23:12:19,0,0.0,source_only
0x016d233ad5bdf12ee618b6deeda92d0637c7aa9d,108,0,0.0,,,1,0.0,2018-11-04 12:25:44,2018-11-04 12:25:44,1,2018-11-04 12:25:44,2018-11-04 12:25:44,0,0.0,source_only
0x016ee7373248a80bde1fd6baa001311d233b3cfa,109,3,0.0,2020-03-10 10:27:07,2020-03-30 08:05:10,0,0.0,,,3,2020-03-10 10:27:07,2020-03-30 08:05:10,19,0.0,sink_only
0x0176cf863df42835d5484eedd0c0d86555eb23e8,110,0,0.0,,,1,0.34,2021-12-16 22:25:34,2021-12-16 22:25:34,1,2021-12-16 22:25:34,2021-12-16 22:25:34,0,-0.34,source_only
0x018855f413235e921c811cfcf577e0a39f265140,111,0,0.0,,,1,0.0,2018-11-15 16:21:58,2018-11-15 16:21:58,1,2018-11-15 16:21:58,2018-11-15 16:21:58,0,0.0,source_only
0x0189cacf0aa6ed20a756ea59030d883cf0105d7f,112,0,0.0,,,1,0.0,2018-11-12 16:34:19,2018-11-12 16:34:19,1,2018-11-12 16:34:19,2018-11-12 16:34:19,0,0.0,source_only
0x019d253f251a8818c6cb990e37e4fc988ae7ce9d,113,0,0.0,,,4,2.604944835288992,2021-12-16 21:48:27,2021-12-16 22:07:16,4,2021-12-16 21:48:27,2021-12-16 22:07:16,0,-2.604944835288992,source_only
0x019ed9e478fc454451aab6ffc2c1b64d3dee3292,114,0,0.0,,,1,0.0,2018-11-01 01:44:18,2018-11-01 01:44:18,1,2018-11-01 01:44:18,2018-11-01 01:44:18,0,0.0,source_only
0x019f5ccfcd559d368148188fb693b4e6a89fd4f0,115,0,0.0,,,1,1.61e-16,2023-07-29 05:37:47,2023-07-29 05:37:47,1,2023-07-29 05:37:47,2023-07-29 05:37:47,0,-1.61e-16,source_only
0x01aaec4c874dc510edf9a88983db807f45244436,116,0,0.0,,,1,0.0,2018-11-17 13:29:26,2018-11-17 13:29:26,1,2018-11-17 13:29:26,2018-11-17 13:29:26,0,0.0,source_only
0x01aaf818ac201d33a99e2a5087c82ec57f9dcdb9,117,0,0.0,,,1,0.102,2021-12-17 00:07:03,2021-12-17 00:07:03,1,2021-12-17 00:07:03,2021-12-17 00:07:03,0,-0.102,source_only
0x01b0eb3aaad9a86c9736ab0bcef8ab6c3a0def78,118,0,0.0,,,1,0.03,2021-12-16 22:33:03,2021-12-16 22:33:03,1,2021-12-16 22:33:03,2021-12-16 22:33:03,0,-0.03,source_only
0x01b243312fcb556b27e6877ee1ea70ba635bbcea,119,0,0.0,,,1,0.0,2018-10-31 02:04:51,2018-10-31 02:04:51,1,2018-10-31 02:04:51,2018-10-31 02:04:51,0,0.0,source_only
0x01b2927f7327172fc6495fc76f4eb71a93f51ab2,120,0,0.0,,,3,0.02,2017-12-19 20:12:02,2017-12-19 20:22:14,3,2017-12-19 20:12:02,2017-12-19 20:22:14,0,-0.02,source_only
0x01bdb7ada61c82e951b9ed9f0d312dc9af0ba0f2,121,0,0.0,,,2,0.5,2017-12-19 00:31:26,2017-12-19 00:36:57,2,2017-12-19 00:31:26,2017-12-19 00:36:57,0,-0.5,source_only
0x01c87e816d0e39ac6936aefd8805effd6bcd2e27,122,0,0.0,,,1,0.1,2021-12-17 02:45:06,2021-12-17 02:45:06,1,2021-12-17 02:45:06,2021-12-17 02:45:06,0,-0.1,source_only
0x01d08a54ff56eb7fed7467defefa0afe1da6b25a,123,0,0.0,,,1,0.0,2021-12-17 00:31:53,2021-12-17 00:31:53,1,2021-12-17 00:31:53,2021-12-17 00:31:53,0,0.0,source_only
